Title,Description,Contributor #1,Contributor #2,Contributor #3,Issue #,Issue,Year,Page,Subject 1,Subject 2,Subject 3,Subject 4,Subject 5,Link to Buy it Now
Holiday Gift Guide,Find the perfect gift for all the woodworkers on your list (including yourself!),Staff,,,69,Holiday,2014,36,features,gift guide,tools,kits,holidays,http://foxchapelpublishing.com/woodcarving-illustrated-issue-69-holiday-2014.html
Chip-Carved Barrettes,Use Old World or Swiss-style chip carving to beautify barrettes,"Reed, Steve",,,69,Holiday,2014,52,techniques,chip carving,barrettes,old world,swiss style,http://foxchapelpublishing.com/woodcarving-illustrated-issue-69-holiday-2014.html
Learn to Paint: Using Thinned Acrylics,"For luminous translucent color, create washes by mixing paint with plain water","Padden, Betty",,,69,Holiday,2014,76,techniques,acrylic paints,exterior paint,signs,,http://foxchapelpublishing.com/woodcarving-illustrated-issue-69-holiday-2014.html
Cottonwood Bark Santa Claus,Carve a rustic version of a classic design,"Jensen, Rick",,,69,Holiday,2014,20,projects,santa,cottonwood,rustic,,http://foxchapelpublishing.com/woodcarving-illustrated-issue-69-holiday-2014.html
Folk-Art Angel Ornament,Pull the strings to watch the angel's wings flutter,"McCaffrey, Keoma",,,69,Holiday,2014,28,projects,folk-art,angel,ornaments,,http://foxchapelpublishing.com/woodcarving-illustrated-issue-69-holiday-2014.html
"""Shorty"" the Christmas Elf",Cheery elf brings greetings from Santa's workshop,"Green, Dale",,,69,Holiday,2014,44,projects,elf,holidays,christmas,,http://foxchapelpublishing.com/woodcarving-illustrated-issue-69-holiday-2014.html
Kitten in a Mitten Ornament,Practice carving and painting purr-fect fur with this cute critter,"Goddard, Leah",,,69,Holiday,2014,55,projects,kitten,mitten,ornament,,http://foxchapelpublishing.com/woodcarving-illustrated-issue-69-holiday-2014.html
The Spirit of Christmas,Use the natural shape of a cypress knee to create a unique Santa decoration,"Moore, David",,,69,Holiday,2014,62,projects,santa,cypress knee,,,http://foxchapelpublishing.com/woodcarving-illustrated-issue-69-holiday-2014.html
Not Your Grandmother's Holiday Elf,Take a walk on the wild side with this power-carved ornament,"Cupp, Lundy",,,69,Holiday,2014,71,projects,power carving,elf,mischievious,,http://foxchapelpublishing.com/woodcarving-illustrated-issue-69-holiday-2014.html
Snazzy Spiral Ornament,Spice up your Christmas tree with this large spiral bulb ornament,"Morgan, Lyle",,,69,Holiday,2014,26,patterns,spiral,ornament,,,http://foxchapelpublishing.com/woodcarving-illustrated-issue-69-holiday-2014.html
Christmas Chain,Link the letters together for a wonderful holiday decoration,"Quarve, Roy",,,69,Holiday,2014,40,patterns,chain,christmas,letters,,http://foxchapelpublishing.com/woodcarving-illustrated-issue-69-holiday-2014.html
Christmas Reindeer,A simple trick makes it easy to carve a detailed reindeer,"Padden, Betty",,,69,Holiday,2014,50,patterns,reindeer,painting,,,http://foxchapelpublishing.com/woodcarving-illustrated-issue-69-holiday-2014.html
Angel Tree Topper,Complete your tree with this gorgeous Christmas keepsake,"Bolyard, Janet",,,69,Holiday,2014,60,patterns,angel,tree topper,,,http://foxchapelpublishing.com/woodcarving-illustrated-issue-69-holiday-2014.html
Cheerful Christmas Ornaments,Add a touch of whimsy to your tree with these easy-carve ornaments,"Hendrix, Susan",,,69,Holiday,2014,68,patterns,ornaments,christmas,santa,snowman,http://foxchapelpublishing.com/woodcarving-illustrated-issue-69-holiday-2014.html
Old World Santa Puzzle,Clever puzzle comes complete with custom storage box,"Hower, Carolea",,,69,Holiday,2014,81,patterns,puzzle,santa,old world,,http://foxchapelpublishing.com/woodcarving-illustrated-issue-69-holiday-2014.html
General Safety,,Staff,,,PWRCARV97,Power Carving Manual vol. 1,1997,1,safety,dust collection,stationary systems,portable systems,,https://www.foxchapelpublishing.com/power-carving-manual-updated-and-expanded-second-edition-best-of-wci.html
Machine Tests,,Staff,,,PWRCARV97,Power Carving Manual vol. 1,1997,6,carving machinery,face and eye protection,carving dust,,,https://www.foxchapelpublishing.com/power-carving-manual-updated-and-expanded-second-edition-best-of-wci.html
Flexible Shaft Machine,,Staff,,,PWRCARV97,Power Carving Manual vol. 1,1997,6,carving machinery,flexible shaft machine,pfingst,dremel,foredom,https://www.foxchapelpublishing.com/power-carving-manual-updated-and-expanded-second-edition-best-of-wci.html
Micro Motor Machine,,Staff,,,PWRCARV97,Power Carving Manual vol. 1,1997,18,carving machinery,smc enterprises,gesswein,"ram products, inc",foredom,https://www.foxchapelpublishing.com/power-carving-manual-updated-and-expanded-second-edition-best-of-wci.html
Air Turbine Carver,,Staff,,,PWRCARV97,Power Carving Manual vol. 1,1997,27,carving machinery,handpiece,maintenance,replacement,,https://www.foxchapelpublishing.com/power-carving-manual-updated-and-expanded-second-edition-best-of-wci.html
Specialty Machines,,Staff,,,PWRCARV97,Power Carving Manual vol. 1,1997,37,carving machinery,checkering machine,engraving machine,,,https://www.foxchapelpublishing.com/power-carving-manual-updated-and-expanded-second-edition-best-of-wci.html
Bit Speed and Safety,,Staff,,,PWRCARV97,Power Carving Manual vol. 1,1997,38,a bit about bits,speed,safety,,,https://www.foxchapelpublishing.com/power-carving-manual-updated-and-expanded-second-edition-best-of-wci.html
Bit Types,,Staff,,,PWRCARV97,Power Carving Manual vol. 1,1997,40,a bit about bits,carbide burs,ruby carvers,diamond bits,steel burs,https://www.foxchapelpublishing.com/power-carving-manual-updated-and-expanded-second-edition-best-of-wci.html
Bit Accessories,,Staff,,,PWRCARV97,Power Carving Manual vol. 1,1997,44,a bit about bits,sanding mandrels,rotary brushes,mandrels,,https://www.foxchapelpublishing.com/power-carving-manual-updated-and-expanded-second-edition-best-of-wci.html
Bit Maintenance and Cleaning,,Staff,,,PWRCARV97,Power Carving Manual vol. 1,1997,46,a bit about bits,cleaners,steel burs,ruby,diamond bits,https://www.foxchapelpublishing.com/power-carving-manual-updated-and-expanded-second-edition-best-of-wci.html
Bit Shapes,,Staff,,,PWRCARV97,Power Carving Manual vol. 1,1997,49,a bit about bits,flame,ball,cone,cylinder,https://www.foxchapelpublishing.com/power-carving-manual-updated-and-expanded-second-edition-best-of-wci.html
Carving Accessories,,Staff,,,PWRCARV97,Power Carving Manual vol. 1,1997,50,carving accessories,light,magnification,machine accessories,,https://www.foxchapelpublishing.com/power-carving-manual-updated-and-expanded-second-edition-best-of-wci.html
The Basics of Carving,,Staff,,,PWRCARV97,Power Carving Manual vol. 1,1997,55,how to carve,step-by-step,shaping,detailing,roughing,https://www.foxchapelpublishing.com/power-carving-manual-updated-and-expanded-second-edition-best-of-wci.html
Christmas Ornament (Santa Moon),,Staff,,,PWRCARV97,Power Carving Manual vol. 1,1997,60,projects,power carving,santa,moon,ornament,https://www.foxchapelpublishing.com/power-carving-manual-updated-and-expanded-second-edition-best-of-wci.html
Walking Stick (Wizard),,Staff,,,PWRCARV97,Power Carving Manual vol. 1,1997,64,projects,power carving,wizard,walking stick,,https://www.foxchapelpublishing.com/power-carving-manual-updated-and-expanded-second-edition-best-of-wci.html
Caricature Carving (Santa Figure),,Staff,,,PWRCARV97,Power Carving Manual vol. 1,1997,67,projects,power carving,caricature,santa,,https://www.foxchapelpublishing.com/power-carving-manual-updated-and-expanded-second-edition-best-of-wci.html
Contemporary Primitive Waterfowl Decoy (Loon),,Staff,,,PWRCARV97,Power Carving Manual vol. 1,1997,75,projects,power carving,bird,decoy,loon,https://www.foxchapelpublishing.com/power-carving-manual-updated-and-expanded-second-edition-best-of-wci.html
Decorative Bird Carving (Cardinal),,Staff,,,PWRCARV97,Power Carving Manual vol. 1,1997,79,projects,power carving,decorative,bird,cardinal,https://www.foxchapelpublishing.com/power-carving-manual-updated-and-expanded-second-edition-best-of-wci.html
Carving a Wizard Cypress Knee,,Staff,,,PWRCARV97,Power Carving Manual vol. 1,1997,83,projects,power carving,cypress knee,wizard,,https://www.foxchapelpublishing.com/power-carving-manual-updated-and-expanded-second-edition-best-of-wci.html
Floral Relief Carving,,Staff,,,PWRCARV97,Power Carving Manual vol. 1,1997,93,projects,power carving,relief,floral,,https://www.foxchapelpublishing.com/power-carving-manual-updated-and-expanded-second-edition-best-of-wci.html
Tool Review,"There's a power tool for you, whether it comes with a flexible shaft, has a micro-motor, or is run on compressed air",,,,PWRCARV00,Power Carving Manual vol. 2,2000,20,review,powercarving,tools,,,https://www.foxchapelpublishing.com/power-carving-manual-updated-and-expanded-second-edition-best-of-wci.html
Bit Chart,207 bits and burs described--the most complete reference in print!,,,,PWRCARV00,Power Carving Manual vol. 2,2000,41,reference,bits,burs,powercarving,,https://www.foxchapelpublishing.com/power-carving-manual-updated-and-expanded-second-edition-best-of-wci.html
Arbortech Review,A new tool changes the way carvers remove wood,,,,PWRCARV00,Power Carving Manual vol. 2,2000,60,arbortech,tool,review,,,https://www.foxchapelpublishing.com/power-carving-manual-updated-and-expanded-second-edition-best-of-wci.html
An Introduction to Power Carving,Learn to use the proper tools and bits as you carve your projects,,,,PWRCARV00,Power Carving Manual vol. 2,2000,66,reference,how to,power carving,,,https://www.foxchapelpublishing.com/power-carving-manual-updated-and-expanded-second-edition-best-of-wci.html
Timely Tips,Decorate a clock with your power carver,,,,PWRCARV00,Power Carving Manual vol. 2,2000,70,clock,power carving,home decor,,,https://www.foxchapelpublishing.com/power-carving-manual-updated-and-expanded-second-edition-best-of-wci.html
Band Saw Basics for Carvers,Everything you need to know to use bandsaws for cutting out carving blanks,,,,PWRCARV00,Power Carving Manual vol. 2,2000,73,bandsaws,cutting blanks,tips,,,https://www.foxchapelpublishing.com/power-carving-manual-updated-and-expanded-second-edition-best-of-wci.html
Power Carving a Sign,David Bennett demonstrates that power carving means time saved,"Bennett, David",,,PWRCARV00,Power Carving Manual vol. 2,2000,76,powercarving,sign,step by step,,,https://www.foxchapelpublishing.com/power-carving-manual-updated-and-expanded-second-edition-best-of-wci.html
Carving an American Woodcock,Frank Russell brings to life this popular gamebird,"Russell, Frank",,,PWRCARV00,Power Carving Manual vol. 2,2000,83,birds,powercarving,woodcock,,,https://www.foxchapelpublishing.com/power-carving-manual-updated-and-expanded-second-edition-best-of-wci.html
Pattern Profile: Rooster,Hang your hat and coat on a unique project,"Kochan, Jack",,,PWRCARV00,Power Carving Manual vol. 2,2000,94,pattern,rooster,powercarving,,,https://www.foxchapelpublishing.com/power-carving-manual-updated-and-expanded-second-edition-best-of-wci.html
Poor Man's Contest,Cash prizes go to creative carving tools and accessories,,,,PWRCARV00,Power Carving Manual vol. 2,2000,96,contest,cash prizes,tools,,,https://www.foxchapelpublishing.com/power-carving-manual-updated-and-expanded-second-edition-best-of-wci.html
Relief Carving: Taking the Plunge with Power,"For relief carver Bill Judt, the router is an essential tool","Schroeder, Roger",,,PWRCARV00,Power Carving Manual vol. 2,2000,98,relief carving,powercarving,bill janney,,,https://www.foxchapelpublishing.com/power-carving-manual-updated-and-expanded-second-edition-best-of-wci.html
Gunstock Carving,Take stock of how a master power carver decorates his firearms,"Janney, Bill",,,PWRCARV00,Power Carving Manual vol. 2,2000,103,gunstock,carving,powercarving,,,https://www.foxchapelpublishing.com/power-carving-manual-updated-and-expanded-second-edition-best-of-wci.html
Power Texturing Woodcarving,Frank Russell studies a bird…feather by feather,"Russell, Frank",,,PWRCARV00,Power Carving Manual vol. 2,2000,106,technique,texturing,powercarving,,,https://www.foxchapelpublishing.com/power-carving-manual-updated-and-expanded-second-edition-best-of-wci.html
Power Carving the Free and Easy Way,It's natural to use power when making realisitc antlers for game animals,"Schroeder, Roger",,,PWRCARV00,Power Carving Manual vol. 2,2000,115,powercarving,wildlife,antlers,,,https://www.foxchapelpublishing.com/power-carving-manual-updated-and-expanded-second-edition-best-of-wci.html
Power Carving Tips,"Keep it safe, variable, and hook your power tool to an inexpensive hanger",,,,PWRCARV01,Power Carving Manual vol. 3,2001,17,power carving,tools,tips,,,https://www.foxchapelpublishing.com/power-carving-manual-updated-and-expanded-second-edition-best-of-wci.html
Tool Reference,"There's a power tool for you, whether it comes with a flexible shaft, has a micro-motor, or is run on compressed air",,,,PWRCARV01,Power Carving Manual vol. 3,2001,18,reference,powercarving,tools,,,https://www.foxchapelpublishing.com/power-carving-manual-updated-and-expanded-second-edition-best-of-wci.html
Router Table Base-ics,Relief carve with one of woodworking's favorite power tools,"Hallaran, Joe",,,PWRCARV01,Power Carving Manual vol. 3,2001,45,powercarving,router table,base,,,https://www.foxchapelpublishing.com/power-carving-manual-updated-and-expanded-second-edition-best-of-wci.html
Carving the Chief in Relief,"""Erasing"" wood produces a realistic pine portrait","De Angelis, Pat",,,PWRCARV01,Power Carving Manual vol. 3,2001,49,powercarving,carve,chief,pattern,,https://www.foxchapelpublishing.com/power-carving-manual-updated-and-expanded-second-edition-best-of-wci.html
Ultra-High-Speed Power Carving,Stay ahead in the race with super fast rpm tools,"Janney, Bill",,,PWRCARV01,Power Carving Manual vol. 3,2001,57,powercarving,high speed,safety,,,https://www.foxchapelpublishing.com/power-carving-manual-updated-and-expanded-second-edition-best-of-wci.html
Carve and Paint a Killdeer,Power tools and a few simple colors make for a classic shorebird,"Kochan, Jack",,,PWRCARV01,Power Carving Manual vol. 3,2001,62,powercarving,wildlife,painting,killdeer,,https://www.foxchapelpublishing.com/power-carving-manual-updated-and-expanded-second-edition-best-of-wci.html
Make Your Own Eye Punches,"If you're looking to save money, cast your eyes on these handy homemade tools","Kochan, Jack",,,PWRCARV01,Power Carving Manual vol. 3,2001,69,powercarving,eye punches,DIY,,,https://www.foxchapelpublishing.com/power-carving-manual-updated-and-expanded-second-edition-best-of-wci.html
A Whale of a Good Sculptor,Wick Ahrens powers up to tackle some big projects,"Schroeder, Roger",,,PWRCARV01,Power Carving Manual vol. 3,2001,70,powercarving,sculptor,wick ahrens,,,https://www.foxchapelpublishing.com/power-carving-manual-updated-and-expanded-second-edition-best-of-wci.html
Power Carve a Leaf Pin,"For starters, try a project with references right outside your window","Kochan, Jack",,,PWRCARV01,Power Carving Manual vol. 3,2001,74,powercarving,leaf pin,beginner,,,https://www.foxchapelpublishing.com/power-carving-manual-updated-and-expanded-second-edition-best-of-wci.html
Collapsible Telescoping Rod,Hang your flexible shaft tool on Lynn Diel's well-engineered design,"Diel, Lynn",,,PWRCARV01,Power Carving Manual vol. 3,2001,76,powercarving,telescoping rod,tools,,,https://www.foxchapelpublishing.com/power-carving-manual-updated-and-expanded-second-edition-best-of-wci.html
Power Carve a Greyhound,Enhance a sleek breed with texture,"Kochan, Jack",,,PWRCARV01,Power Carving Manual vol. 3,2001,80,powercarving,greyhound,step by step,,,https://www.foxchapelpublishing.com/power-carving-manual-updated-and-expanded-second-edition-best-of-wci.html
Maintenance on the Flexible Shaft Machine,Tips from an expert keep this tool running like a Rolls Royce,"Kochan, Jack",,,PWRCARV01,Power Carving Manual vol. 3,2001,91,powercarving,maintenance,flexible shaft machine,,,https://www.foxchapelpublishing.com/power-carving-manual-updated-and-expanded-second-edition-best-of-wci.html
Texturing Strategies for Bird Carvers,Improve the realism of your next wildfowl project with instructions from Lori Corbett,"Corbett, Lori",,,PWRCARV01,Power Carving Manual vol. 3,2001,98,powercarving,texturing,birds,,,https://www.foxchapelpublishing.com/power-carving-manual-updated-and-expanded-second-edition-best-of-wci.html
Which Bit is Right for You?,Jack Kochan leaves no stone unturned in helping you decide,"Kochan, Jack",,,PWRCARV01,Power Carving Manual vol. 3,2001,104,powercarving,bits,burs,,,https://www.foxchapelpublishing.com/power-carving-manual-updated-and-expanded-second-edition-best-of-wci.html
A Carver's Survival Kit,"The island may be deserted, but a good selection of tools is still a carver's best companion","Rizzo, Joe",,,PWRCARV01,Power Carving Manual vol. 3,2001,107,carving tools,basic tools,powercarving,,,https://www.foxchapelpublishing.com/power-carving-manual-updated-and-expanded-second-edition-best-of-wci.html
